title,last_updated,location,discovered,size,status_details,status,interface,cause,cause_detail,resources
Lejac (G40226),"Wednesday, May 15, 2019 at 8:13 AM",five kilometers east of the community of Fraser Lake,"Saturday, May 11, 2019",236.0 hectares,"70% guarded ,70% contained ,30% guarded by natural fuel break.",Active,Interface Fire,Under Investigation,It is suspected to be human-caused.,56 firefighters
